Author,Novel,Position,Length
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",491,350
Гоголь,Мертвые души Том первый,1539,350
Гоголь,Мертвые души Том первый,1178,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",373,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",475,350
Гоголь,Портрет,536,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",474,350
Гоголь,Записки сумасшедшего,203,350
Гоголь,Выбранные места из переписки с друзьями,1570,350
Гоголь,Выбранные места из переписки с друзьями,1837,350
Гоголь,Мертвые души Том первый,262,350
Гоголь,Мертвые души Том первый,1748,350
Гоголь,Выбранные места из переписки с друзьями,1563,350
Гоголь,Портрет,190,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",633,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",208,350
Гоголь,Рим,125,350
Гоголь,Мертвые души Том первый,2236,350
Гоголь,Выбранные места из переписки с друзьями,78,350
Гоголь,Выбранные места из переписки с друзьями,887,350
Гоголь,Портрет,671,276
Гоголь,Выбранные места из переписки с друзьями,261,350
Гоголь,Выбранные места из переписки с друзьями,2350,350
Гоголь,Выбранные места из переписки с друзьями,1148,350
Гоголь,Портрет,521,350
Гоголь,Портрет,297,350
Гоголь,Выбранные места из переписки с друзьями,2709,350
Гоголь,Выбранные места из переписки с друзьями,1150,350
Гоголь,Записки сумасшедшего,166,350
Гоголь,Мертвые души Том первый,1745,350
Гоголь,Выбранные места из переписки с друзьями,2472,350
Гоголь,Выбранные места из переписки с друзьями,1278,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",717,279
Гоголь,Мертвые души Том первый,1536,350
Гоголь,Выбранные места из переписки с друзьями,531,350
Гоголь,Мертвые души Том первый,3705,281
Гоголь,Записки сумасшедшего,44,350
Гоголь,Выбранные места из переписки с друзьями,1574,350
Гоголь,Мертвые души Том первый,1653,350
Гоголь,Рим,93,350
Гоголь,Выбранные места из переписки с друзьями,2715,350
Гоголь,Выбранные места из переписки с друзьями,1736,350
Гоголь,Рим,17,350
Гоголь,Портрет,546,350
Гоголь,Выбранные места из переписки с друзьями,1786,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",569,350
Гоголь,Портрет,226,350
Гоголь,Рим,169,309
Гоголь,Мертвые души Том первый,1350,350
Гоголь,Выбранные места из переписки с друзьями,1104,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",104,350
Гоголь,Выбранные места из переписки с друзьями,2699,350
Гоголь,Выбранные места из переписки с друзьями,1016,350
Гоголь,Мертвые души Том первый,3353,350
Гоголь,Портрет,98,350
Гоголь,Выбранные места из переписки с друзьями,16,350
Гоголь,Мертвые души Том первый,2611,350
Гоголь,Мертвые души Том первый,926,350
Гоголь,Мертвые души Том первый,1139,350
Гоголь,Мертвые души Том первый,106,350
Гоголь,Выбранные места из переписки с друзьями,1826,350
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",659,337
Гоголь,Портрет,214,350
Гоголь,Портрет,570,350
