Author,Novel,Position,Length
Бианки,Как я хотел зайцу соли на хвост насыпать,0,216
Бианки,Мышонок Пик,230,391
Бианки,Егоркины заботы,162,401
Бианки,Чьи это ноги,0,82
Бианки,Латка,0,241
Бианки,Мышонок Пик,173,448
Бианки,Прятки,246,468
Бианки,Мой хитрый сынишка,0,288
Бианки,Кукушонок,0,191
Бианки,Прятки,87,500
Бианки,Прятки,170,500
Бианки,Где раки зимуют,0,126
Бианки,Синичкин календарь,162,417
Бианки,Сказки зверолова,12,432
Бианки,Как муравьишка домой спешил,0,186
Бианки,Прятки,337,377
Бианки,Наши птицы,153,494
Бианки,Макс,0,272
Бианки,Две вороны,0,196
Бианки,Оранжевое горлышко,369,500
Бианки,Как я хотел зайцу соли на хвост насыпать,0,216
Бианки,Воспитанники,234,500
Бианки,Макс,0,272
Бианки,Маленькие рассказы,0,140
Бианки,Воспитанники,380,488
Бианки,Хвосты,0,98
Бианки,"Два белых, тертий - как снег",0,64
Бианки,Наши птицы,20,500
Бианки,Егоркины заботы,107,456
Бианки,Синичкин календарь,200,379
Бианки,Рыбий дом,0,165
Бианки,Егоркины заботы,52,500
Бианки,Рыбий дом,0,165
Бианки,Оранжевое горлышко,172,500
Бианки,Егоркины заботы,76,487
Бианки,Прятки,138,500
Бианки,Оранжевое горлышко,40,500
Бианки,Мышонок Пик,80,500
Бианки,Кукушонок,0,191
Бианки,Воспитанники,486,382
Бианки,Наши птицы,112,500
Бианки,Синичкин календарь,161,418
Бианки,Синичкин календарь,178,401
Бианки,Глупый вопросы,0,196
Бианки,Наши птицы,39,500
Бианки,Прятки,171,500
Бианки,Воспитанники,331,500
Бианки,Прятки,254,460
Бианки,Чей нос лучше,0,64
Бианки,Дед Мороз и весна,0,158
Бианки,Плавунчик,0,128
Бианки,Оранжевое горлышко,141,500
Бианки,Сказки зверолова,59,385
Бианки,Воспитанники,434,434
Бианки,Мышонок Пик,86,500
Бианки,Оранжевое горлышко,143,500
Бианки,Синичкин календарь,201,378
Бианки,Макс,0,272
Бианки,Наши птицы,37,500
Бианки,Росянка - комариная смерть,0,56
Бианки,Воспитанники,380,488
Бианки,Хвосты,0,98
Бианки,Прятки,217,497
Бианки,Воспитанники,262,500
Бианки,Мышонок Пик,198,423
Бианки,Синичкин календарь,153,426
Бианки,Росянка - комариная смерть,0,56
Бианки,Как я хотел зайцу соли на хвост насыпать,0,216
Бианки,Егоркины заботы,36,500
Бианки,Воспитанники,93,500
Бианки,Егоркины заботы,34,500
Бианки,Сказки зверолова,20,424
Бианки,Анютина Утка,0,193
Бианки,Наши птицы,214,433
Бианки,Мышонок Пик,46,500
Бианки,Как муравьишка домой спешил,0,186
Бианки,Прятки,264,450
Бианки,Синичкин календарь,141,438
Бианки,Сказки зверолова,11,433
Бианки,Лупленый бочонок,0,144
Бианки,Синичкин календарь,188,391
