Author,Novel,Position,Length
Платонов,Чевенгур,6026,400
Платонов,Чевенгур,475,400
Платонов,Размышления читателя,1311,400
Платонов,Размышления читателя,1,400
Платонов,Чевенгур,1913,400
Платонов,Размышления читателя,377,400
Платонов,Чевенгур,3733,400
Платонов,Чевенгур,4213,400
Платонов,Чевенгур,1909,400
Платонов,Чевенгур,806,400
Платонов,Чевенгур,6539,400
Платонов,В прекрасном и яростном мире,0,289
Платонов,Чевенгур,561,400
Платонов,Чевенгур,1770,400
Платонов,Чевенгур,4646,400
Платонов,Чевенгур,3218,400
Платонов,Чевенгур,3412,400
Платонов,Чевенгур,4032,400
Платонов,Размышления читателя,2441,400
Платонов,Размышления читателя,2857,400
Платонов,Размышления читателя,2835,400
Платонов,Чевенгур,6403,400
Платонов,Чевенгур,2040,400
Платонов,Размышления читателя,191,400
Платонов,Размышления читателя,2716,400
Платонов,Чевенгур,3655,400
Платонов,Чевенгур,5838,400
Платонов,Чевенгур,3001,400
Платонов,Чевенгур,3768,400
Платонов,В прекрасном и яростном мире,0,289
Платонов,Чевенгур,2335,400
Платонов,Чевенгур,7230,400
Платонов,Чевенгур,6869,400
Платонов,Чевенгур,4464,400
Платонов,Чевенгур,326,400
Платонов,Чевенгур,750,400
Платонов,Чевенгур,5268,400
Платонов,Чевенгур,3177,400
Платонов,Размышления читателя,500,400
Платонов,Размышления читателя,1125,400
Платонов,Чевенгур,6906,400
Платонов,Чевенгур,6798,400
Платонов,Размышления читателя,692,400
Платонов,Чевенгур,689,400
Платонов,Чевенгур,2284,400
Платонов,Чевенгур,2084,400
Платонов,Чевенгур,6256,400
Платонов,Чевенгур,1759,400
Платонов,Чевенгур,1413,400
Платонов,Чевенгур,2453,400
Платонов,Чевенгур,5129,400
Платонов,Чевенгур,6501,400
Платонов,Размышления читателя,1631,400
Платонов,Чевенгур,1674,400
Платонов,Чевенгур,3453,400
Платонов,Размышления читателя,865,400
Платонов,Чевенгур,714,400
Платонов,Чевенгур,3411,400
Платонов,Чевенгур,1923,400
Платонов,Чевенгур,2420,400
Платонов,Размышления читателя,2844,400
Платонов,Чевенгур,7234,400
Платонов,Чевенгур,7244,400
Платонов,Размышления читателя,197,400
Платонов,Чевенгур,7253,400
Платонов,Чевенгур,2354,400
Платонов,Чевенгур,6543,400
Платонов,Размышления читателя,1623,400
Платонов,Чевенгур,6915,400
Платонов,Чевенгур,6414,400
Платонов,Чевенгур,30,400
Платонов,Чевенгур,1726,400
Платонов,Чевенгур,772,400
Платонов,Чевенгур,3742,400
Платонов,Размышления читателя,902,400
Платонов,Чевенгур,5874,400
Платонов,Размышления читателя,59,400
Платонов,Чевенгур,3717,400
Платонов,Чевенгур,1767,400
Платонов,Чевенгур,3665,400
Платонов,Размышления читателя,2653,400
Платонов,Чевенгур,6912,400
Платонов,Чевенгур,2087,400
Платонов,Чевенгур,6051,400
Платонов,Размышления читателя,2449,400
Платонов,Чевенгур,3504,400
Платонов,Размышления читателя,2692,400
Платонов,Чевенгур,7109,400
Платонов,Чевенгур,142,400
Платонов,Размышления читателя,1530,400
Платонов,Чевенгур,5849,400
Платонов,Чевенгур,2817,400
Платонов,Чевенгур,6713,400
Платонов,Размышления читателя,2545,400
Платонов,Чевенгур,1965,400
Платонов,Размышления читателя,573,400
Платонов,Размышления читателя,2335,400
Платонов,Чевенгур,274,400
Платонов,Чевенгур,899,400
Платонов,Чевенгур,6634,400
Платонов,Чевенгур,6390,400
Платонов,Чевенгур,6893,400
Платонов,Чевенгур,2275,400
Платонов,Чевенгур,6308,400
Платонов,Чевенгур,1112,400
Платонов,Чевенгур,538,400
Платонов,Чевенгур,3581,400
Платонов,Чевенгур,7213,400
Платонов,Размышления читателя,25,400
Платонов,Чевенгур,3447,400
Платонов,Размышления читателя,1160,400
Платонов,Размышления читателя,2549,400
Платонов,Размышления читателя,45,400
Платонов,Чевенгур,4834,400
Платонов,Чевенгур,5182,400
Платонов,Размышления читателя,837,400
Платонов,Чевенгур,3011,400
Платонов,Чевенгур,3378,400
Платонов,Чевенгур,331,400
Платонов,Размышления читателя,2329,400
Платонов,Размышления читателя,2585,400
Платонов,Чевенгур,85,400
Платонов,Размышления читателя,919,400
Платонов,Чевенгур,5548,400
Платонов,Размышления читателя,2358,400
Платонов,Чевенгур,6235,400
Платонов,Размышления читателя,1320,400
Платонов,Размышления читателя,2476,400
Платонов,Чевенгур,4530,400
Платонов,Чевенгур,4589,400
Платонов,Чевенгур,204,400
Платонов,Чевенгур,2793,400
Платонов,Чевенгур,5692,400
Платонов,Размышления читателя,2109,400
Платонов,Чевенгур,5235,400
Платонов,Чевенгур,6127,400
Платонов,Чевенгур,4790,400
Платонов,Чевенгур,6657,400
Платонов,Чевенгур,4802,400
Платонов,Чевенгур,3466,400
Платонов,Чевенгур,4961,400
Платонов,Размышления читателя,943,400
Платонов,Чевенгур,3981,400
Платонов,Чевенгур,388,400
Платонов,Чевенгур,2444,400
Платонов,Чевенгур,3150,400
Платонов,Чевенгур,836,400
Платонов,Чевенгур,6774,400
Платонов,Юшка,0,154
Платонов,Чевенгур,5131,400
Платонов,Размышления читателя,1112,400
Платонов,Чевенгур,3481,400
Платонов,Чевенгур,3242,400
Платонов,Чевенгур,2526,400
Платонов,Чевенгур,6352,400
Платонов,Чевенгур,6876,400
Платонов,Размышления читателя,1839,400
Платонов,Размышления читателя,299,400
Платонов,Чевенгур,441,400
Платонов,Размышления читателя,1794,400
Платонов,Чевенгур,3721,400
Платонов,Чевенгур,3748,400
Платонов,Чевенгур,5768,400
Платонов,Чевенгур,4780,400
Платонов,Размышления читателя,1932,400
Платонов,Чевенгур,8,400
Платонов,Чевенгур,4515,400
Платонов,Размышления читателя,83,400
Платонов,Чевенгур,3440,400
Платонов,Размышления читателя,271,400
Платонов,Чевенгур,3875,400
Платонов,Чевенгур,1956,400
Платонов,Чевенгур,5284,400
Платонов,Чевенгур,6572,400
Платонов,Размышления читателя,135,400
Платонов,Чевенгур,11,400
Платонов,Чевенгур,4177,400
Платонов,Чевенгур,4406,400
Платонов,Размышления читателя,2564,400
Платонов,Чевенгур,6638,400
Платонов,Размышления читателя,241,400
Платонов,Чевенгур,5845,400
Платонов,Чевенгур,2801,400
Платонов,Чевенгур,5638,400
Платонов,Размышления читателя,1003,400
Платонов,Чевенгур,3926,400
Платонов,Размышления читателя,246,400
Платонов,Размышления читателя,2313,400
Платонов,Чевенгур,3243,400
Платонов,Размышления читателя,80,400
Платонов,Чевенгур,3689,400
Платонов,Чевенгур,7149,400
Платонов,Чевенгур,2733,400
Платонов,Чевенгур,7376,318
Платонов,Чевенгур,6484,400
Платонов,Размышления читателя,313,400
Платонов,Чевенгур,4423,400
Платонов,Размышления читателя,2497,400
Платонов,Чевенгур,4588,400
Платонов,Чевенгур,5309,400
Платонов,Чевенгур,1685,400
Платонов,Чевенгур,3326,400
Платонов,Размышления читателя,1266,400
Платонов,Чевенгур,7350,344
Платонов,Чевенгур,3662,400
Платонов,Размышления читателя,1708,400
Платонов,Размышления читателя,2449,400
Платонов,Чевенгур,6835,400
Платонов,Размышления читателя,2026,400
Платонов,Размышления читателя,2181,400
Платонов,Чевенгур,7177,400
Платонов,Размышления читателя,1713,400
Платонов,Чевенгур,7384,310
Платонов,Размышления читателя,1198,400
Пришвин,Зеленый шум,4309,400
Пришвин,Зеленый шум,5025,400
Пришвин,Зеленый шум,1740,400
Пришвин,Зеленый шум,7600,400
Пришвин,Зеленый шум,5863,400
Пришвин,Зеленый шум,6078,400
Пришвин,Зеленый шум,7833,400
Пришвин,Зеленый шум,4247,400
Пришвин,Зеленый шум,3645,400
Пришвин,Зеленый шум,2178,400
Пришвин,Зеленый шум,746,400
Пришвин,Зеленый шум,9283,400
Пришвин,Зеленый шум,6822,400
Пришвин,Зеленый шум,969,400
Пришвин,Зеленый шум,377,400
Пришвин,Зеленый шум,102,400
Пришвин,Зеленый шум,4970,400
Пришвин,Зеленый шум,7081,400
Пришвин,Зеленый шум,10073,400
Пришвин,Зеленый шум,358,400
Пришвин,Зеленый шум,5788,400
Пришвин,Зеленый шум,6531,400
Пришвин,Зеленый шум,2350,400
Пришвин,Зеленый шум,8988,400
Пришвин,Зеленый шум,7077,400
Пришвин,Зеленый шум,5040,400
Пришвин,Зеленый шум,8163,400
Пришвин,Зеленый шум,1692,400
Пришвин,Зеленый шум,5112,400
Пришвин,Зеленый шум,9689,400
Пришвин,Зеленый шум,8022,400
Пришвин,Зеленый шум,2092,400
Пришвин,Зеленый шум,2748,400
Пришвин,Зеленый шум,9535,400
Пришвин,Зеленый шум,1774,400
Пришвин,Зеленый шум,6546,400
Пришвин,Зеленый шум,5200,400
Пришвин,Зеленый шум,8895,400
Пришвин,Зеленый шум,3089,400
Пришвин,Зеленый шум,4975,400
Пришвин,Зеленый шум,2520,400
Пришвин,Зеленый шум,6881,400
Пришвин,Зеленый шум,9721,400
Пришвин,Зеленый шум,6153,400
Пришвин,Зеленый шум,4602,400
Пришвин,Зеленый шум,9105,400
Пришвин,Зеленый шум,10374,400
Пришвин,Зеленый шум,9800,400
Пришвин,Зеленый шум,82,400
Пришвин,Зеленый шум,5764,400
Пришвин,Зеленый шум,3890,400
Пришвин,Зеленый шум,10070,400
Пришвин,Зеленый шум,6925,400
Пришвин,Зеленый шум,1206,400
Пришвин,Зеленый шум,765,400
Пришвин,Зеленый шум,4769,400
Пришвин,Зеленый шум,4224,400
Пришвин,Зеленый шум,3242,400
Пришвин,Зеленый шум,5464,400
Пришвин,Зеленый шум,148,400
Пришвин,Зеленый шум,7763,400
Пришвин,Зеленый шум,794,400
Пришвин,Зеленый шум,1297,400
Пришвин,Зеленый шум,8432,400
Пришвин,Зеленый шум,377,400
Пришвин,Зеленый шум,8284,400
Пришвин,Зеленый шум,5844,400
Пришвин,Зеленый шум,1275,400
Пришвин,Зеленый шум,6503,400
Пришвин,Зеленый шум,113,400
Пришвин,Зеленый шум,3419,400
Пришвин,Зеленый шум,2801,400
Пришвин,Зеленый шум,1561,400
Пришвин,Зеленый шум,5804,400
Пришвин,Зеленый шум,7605,400
Пришвин,Зеленый шум,6512,400
Пришвин,Зеленый шум,3250,400
Пришвин,Зеленый шум,536,400
Пришвин,Зеленый шум,9431,400
Пришвин,Зеленый шум,2879,400
Пришвин,Зеленый шум,6727,400
Пришвин,Зеленый шум,2796,400
Пришвин,Зеленый шум,3576,400
Пришвин,Зеленый шум,2574,400
Пришвин,Зеленый шум,8589,400
