Author,Novel,Position,Length
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,11327,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,8005,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,339,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,13458,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,20690,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,7167,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,4921,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,807,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,14622,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,21465,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,1594,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,3732,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,22743,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,11006,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,3006,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,8703,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,8575,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,22504,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,6502,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,22722,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,14498,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,19855,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,19854,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,8023,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,18000,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,10672,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,13653,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,10948,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,12506,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,16315,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,2842,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,10375,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,23835,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,8124,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,1909,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,6795,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,3515,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,10467,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,9578,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,8960,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,15117,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,10176,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,21192,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,15535,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,3612,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,11091,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,16987,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,5528,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,19167,100
Charles Dickens,The Life And Adventures Of Nicholas Nickleby,10342,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,12619,100
Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty,6970,100
