ROOT,acl,acl:relcl,advcl,advmod,amod,appos,aux,aux:pass,case,cc,cc:preconj,ccomp,compound,compound:prt,conj,cop,csubj,det,det:predet,discourse,expl,fixed,flat,flat:foreign,goeswith,iobj,list,mark,nmod,nmod:npmod,nmod:poss,nmod:tmod,nsubj,nsubj:pass,nummod,obj,obl,obl:npmod,obl:tmod,orphan,parataxis,punct,reparandum,vocative,xcomp,Author,Novel
0.07981220657276995,0.007237871674491393,0.005477308294209703,0.011737089201877934,0.06416275430359937,0.04499217527386541,0.005868544600938967,0.03814553990610329,0.005086071987480438,0.08313771517996871,0.025821596244131457,0.0,0.013693270735524257,0.02014866979655712,0.005477308294209703,0.024843505477308295,0.023278560250391236,0.0005868544600938967,0.07198748043818466,0.0013693270735524257,0.005868544600938967,0.006259780907668232,0.0009780907668231612,0.012519561815336464,0.0,0.0,0.0005868544600938967,0.00019561815336463224,0.022104851330203443,0.028169014084507043,0.0,0.01936619718309859,0.0003912363067292645,0.08568075117370892,0.004694835680751174,0.006259780907668232,0.03442879499217527,0.046948356807511735,0.0009780907668231612,0.0017605633802816902,0.0,0.005672926447574335,0.17410015649452268,0.0,0.00019561815336463224,0.009976525821596244,Agatha Christie,And Then There Were None
0.08803271631510977,0.006241928540680155,0.006241928540680155,0.011838140335772707,0.05919070167886354,0.04928971157985364,0.0075333620318553595,0.028842014636246232,0.005596211795092553,0.0772707705553164,0.024321997417133017,0.0,0.01420576840292725,0.017003874300473527,0.0064571674558760225,0.02324580284115368,0.01829530779164873,0.00021523891519586742,0.08351269909599655,0.001506672406371072,0.004520017219113216,0.006026689625484288,0.001506672406371072,0.012699095996556177,0.0,0.0,0.00021523891519586742,0.0,0.018725785622040466,0.023891519586741284,0.00021523891519586742,0.017219113215669393,0.0,0.09492036160137753,0.004304778303917348,0.009685751183814033,0.03271631510977185,0.04627636676711149,0.0032285837279380112,0.0008609556607834697,0.0,0.0064571674558760225,0.17929401635815756,0.0,0.0006457167455876022,0.007748600947051227,Agatha Christie,And Then There Were None
0.09479336913378474,0.0037356992762082653,0.005136586504786365,0.007938360961942564,0.0520663086621527,0.026850338547746905,0.006770954938127481,0.024048564090590707,0.005136586504786365,0.07378006070511324,0.018211533971515294,0.00023348120476301658,0.020079383609619427,0.016110203128648144,0.0037356992762082653,0.020079383609619427,0.020779827223908476,0.0007004436142890498,0.07588139154798039,0.0014008872285780996,0.0037356992762082653,0.0035022180714452487,0.00046696240952603317,0.021947233247723557,0.0,0.0,0.0009339248190520663,0.00046696240952603317,0.014709315900070045,0.02171375204296054,0.0,0.01704412794770021,0.0,0.10786831660051366,0.005370067709549381,0.007471398552416531,0.04319402288115807,0.042727060471632036,0.0009339248190520663,0.0011674060238150829,0.0,0.005603548914312398,0.2141022647676862,0.0,0.0009339248190520663,0.008638804576231613,Agatha Christie,And Then There Were None
0.09475150952159778,0.0037157454714352067,0.00557361820715281,0.009521597770552717,0.06270320483046911,0.030654900139340455,0.006038086391082211,0.027635856943799348,0.00557361820715281,0.07686948444031584,0.02229447282861124,0.0,0.01672085462145843,0.014862981885740827,0.0058058522991175105,0.019972131908964234,0.02090106827682304,0.00046446818392940084,0.07083139804923362,0.0006967022758941013,0.0030190431955411053,0.004644681839294009,0.001625638643752903,0.009986065954482117,0.0,0.00023223409196470042,0.0009289363678588017,0.0,0.015327450069670227,0.02740362285183465,0.00046446818392940084,0.02740362285183465,0.0,0.10264746864839759,0.005109150023223409,0.0037157454714352067,0.04017649790989317,0.042034370645610775,0.0018578727357176034,0.0011611704598235022,0.0,0.0058058522991175105,0.20157919182535997,0.0,0.00046446818392940084,0.008824895494658615,Agatha Christie,And Then There Were None
0.10039177277179236,0.002938295788442703,0.00465230166503428,0.011753183153770812,0.06586679725759059,0.027179236043095006,0.0061214495592556315,0.0435847208619001,0.004897159647404506,0.06758080313418217,0.020323212536728696,0.0,0.014201762977473066,0.01395690499510284,0.005631733594515181,0.015670910871694418,0.019343780607247795,0.0017140058765915769,0.06439764936336925,0.0019588638589618022,0.0034280117531831538,0.004407443682664055,0.0014691478942213516,0.009549461312438785,0.0,0.0002448579823702253,0.0004897159647404506,0.0004897159647404506,0.0242409402546523,0.019833496571988248,0.0,0.017384916748285992,0.0,0.10161606268364348,0.004407443682664055,0.0053868756121449556,0.044809010773751226,0.04040156709108717,0.002448579823702253,0.002938295788442703,0.0,0.004897159647404506,0.20592556317335944,0.0,0.0007345739471106758,0.012732615083251714,Agatha Christie,And Then There Were None
0.09212011740799278,0.002935199819372319,0.006999322646195529,0.012869722284940167,0.06750959584556333,0.02890042899074283,0.005418830435764281,0.033641905622036575,0.0040641228268232105,0.06276811921426959,0.01964326032964552,0.00022578460149017836,0.023481598554978552,0.013547076089410703,0.0056446150372544595,0.014675999096861594,0.023933167757958906,0.00022578460149017836,0.06005870399638745,0.0004515692029803567,0.006773538044705351,0.006321968841724994,0.0020320614134116052,0.011515014675999097,0.0,0.0,0.001128923007450892,0.0,0.0219011063445473,0.018965906525174984,0.0,0.019869044931135695,0.00022578460149017836,0.11424700835403026,0.003160984420862497,0.0056446150372544595,0.04018965906525175,0.0334161210205464,0.001806276811921427,0.002483630616391962,0.0,0.006547753443215173,0.21562429442312034,0.0,0.0004515692029803567,0.008579814856626778,Agatha Christie,And Then There Were None
0.09706439393939394,0.003787878787878788,0.004024621212121212,0.01112689393939394,0.07339015151515152,0.025804924242424244,0.004498106060606061,0.032196969696969696,0.005918560606060606,0.062263257575757576,0.022017045454545456,0.0,0.024147727272727272,0.00946969696969697,0.004971590909090909,0.01775568181818182,0.019886363636363636,0.000946969696969697,0.06960227272727272,0.0011837121212121212,0.003787878787878788,0.007102272727272727,0.0035511363636363635,0.008759469696969696,0.0,0.0,0.0,0.0,0.019886363636363636,0.01893939393939394,0.0007102272727272727,0.017282196969696968,0.0004734848484848485,0.11434659090909091,0.004498106060606061,0.005681818181818182,0.03598484848484849,0.03480113636363636,0.0014204545454545455,0.0016571969696969697,0.0,0.005918560606060606,0.21472537878787878,0.0,0.0004734848484848485,0.009943181818181818,Agatha Christie,And Then There Were None
0.08098942748852982,0.005984440454817474,0.005784959106323559,0.010572511470177539,0.06024336724516258,0.03131857171354478,0.003191701575902653,0.035108717334929186,0.006383403151805306,0.07081587871534012,0.022341911031318572,0.00019948134849391582,0.026331538001196888,0.010173548773189706,0.004189108318372232,0.021743466985836825,0.01954917215240375,0.0005984440454817474,0.07640135647316976,0.0015958507879513266,0.003989626969878316,0.007979253939756632,0.0023937761819269898,0.01575902653101935,0.0,0.0,0.002194294833433074,0.0,0.02294035507680032,0.023937761819269897,0.00019948134849391582,0.01855176540993417,0.00019948134849391582,0.11170955515659285,0.0047875523638539795,0.005784959106323559,0.0390983443048075,0.037901456213844005,0.000997406742469579,0.0011968880909634949,0.0,0.005186515060841812,0.191901057251147,0.0,0.0,0.009774586076201875,Agatha Christie,And Then There Were None
0.08914310382041873,0.005827757392618174,0.005180228793438377,0.010144614720483489,0.058493416792575005,0.021368443772933305,0.0032376429958989855,0.03108137276063026,0.004316857327865314,0.07101230304338442,0.02352687243686596,0.0,0.02611698683358515,0.014677314914742067,0.0023742715303259228,0.020289229440966977,0.025037772501618823,0.0006475285991797971,0.07058061731059788,0.0008633714655730628,0.005396071659831643,0.004964385927045111,0.0012950571983595942,0.012518886250809411,0.0,0.0,0.0006475285991797971,0.0,0.02352687243686596,0.02007338657457371,0.0,0.018130800777034318,0.0,0.11504424778761062,0.0038851715950787825,0.008849557522123894,0.03993093028275416,0.04079430174832722,0.0002158428663932657,0.0017267429311461256,0.0,0.004316857327865314,0.20548240880638896,0.0,0.0004316857327865314,0.008849557522123894,Agatha Christie,And Then There Were None
0.09429622815087396,0.0022999080036798527,0.0043698252069917206,0.01218951241950322,0.06117755289788408,0.025528978840846366,0.006669733210671573,0.0390984360625575,0.00390984360625575,0.06324747010119595,0.018859245630174794,0.00045998160073597056,0.020699172033118676,0.019089236430542778,0.004829806807727691,0.01609935602575897,0.019779208831646734,0.00022999080036798528,0.06485740570377185,0.0011499540018399263,0.004829806807727691,0.0034498620055197792,0.0009199632014719411,0.010349586016559338,0.0,0.0009199632014719411,0.0018399264029438822,0.0,0.02276908923643054,0.02092916283348666,0.00022999080036798528,0.016329346826126957,0.0,0.10579576816927323,0.002529898804047838,0.0052897884084636615,0.043698252069917204,0.035878564857405704,0.0006899724011039559,0.0013799448022079118,0.0,0.008049678012879485,0.2219411223551058,0.00022999080036798528,0.00045998160073597056,0.012649494020239191,Agatha Christie,And Then There Were None
