Author,Novel,Position,Length
David Lawrence,Women in Love,591,50
David Lawrence,Sons and Lovers,508,50
David Lawrence,Women in Love,1145,50
David Lawrence,Sons and Lovers,15019,50
David Lawrence,"England, My England",211,50
David Lawrence,Women in Love,11608,50
David Lawrence,"England, My England",4970,50
David Lawrence,The White Peacock,9557,50
David Lawrence,Sons and Lovers,2003,50
David Lawrence,Sons and Lovers,25,50
David Lawrence,Women in Love,10291,50
David Lawrence,Sons and Lovers,9506,50
David Lawrence,Sons and Lovers,8334,50
David Lawrence,Sons and Lovers,2005,50
David Lawrence,The White Peacock,8936,50
David Lawrence,The White Peacock,8351,50
David Lawrence,"England, My England",1129,50
David Lawrence,"England, My England",1404,50
David Lawrence,Sons and Lovers,6977,50
David Lawrence,Women in Love,14915,50
David Lawrence,The White Peacock,7597,50
David Lawrence,Sons and Lovers,11557,50
David Lawrence,The White Peacock,4345,50
David Lawrence,Sons and Lovers,7464,50
David Lawrence,Sons and Lovers,12175,50
David Lawrence,Sons and Lovers,12998,50
David Lawrence,Sons and Lovers,292,50
David Lawrence,The White Peacock,2476,50
David Lawrence,"England, My England",4280,50
David Lawrence,Women in Love,13926,50
David Lawrence,Sons and Lovers,2540,50
David Lawrence,Women in Love,14100,50
David Lawrence,Women in Love,6225,50
David Lawrence,The White Peacock,9246,50
David Lawrence,Sons and Lovers,9375,50
David Lawrence,"England, My England",3787,50
David Lawrence,The White Peacock,6252,50
David Lawrence,"England, My England",882,50
David Lawrence,Women in Love,9039,50
David Lawrence,The White Peacock,6338,50
David Lawrence,Sons and Lovers,9117,50
David Lawrence,Sons and Lovers,10132,50
David Lawrence,Sons and Lovers,13403,50
David Lawrence,Women in Love,15239,50
David Lawrence,Sons and Lovers,12337,50
David Lawrence,Sons and Lovers,12410,50
David Lawrence,Women in Love,830,50
David Lawrence,Women in Love,589,50
David Lawrence,Sons and Lovers,8731,50
David Lawrence,Sons and Lovers,549,50
David Lawrence,Women in Love,2440,50
David Lawrence,Women in Love,8447,50
David Lawrence,"England, My England",330,50
David Lawrence,Women in Love,13780,50
David Lawrence,Sons and Lovers,1316,50
David Lawrence,Women in Love,1951,50
David Lawrence,Sons and Lovers,1164,50
David Lawrence,Sons and Lovers,14884,50
David Lawrence,Women in Love,14014,50
David Lawrence,Women in Love,4569,50
David Lawrence,The White Peacock,1745,50
David Lawrence,The White Peacock,1103,50
David Lawrence,"England, My England",1139,50
David Lawrence,Sons and Lovers,15002,50
David Lawrence,Sons and Lovers,12812,50
David Lawrence,Women in Love,10521,50
David Lawrence,The White Peacock,7942,50
David Lawrence,Women in Love,800,50
David Lawrence,Sons and Lovers,3149,50
David Lawrence,Women in Love,1448,50
David Lawrence,Sons and Lovers,6870,50
David Lawrence,Women in Love,5780,50
David Lawrence,Women in Love,15166,50
David Lawrence,Women in Love,9655,50
David Lawrence,Women in Love,2299,50
David Lawrence,The White Peacock,4067,50
David Lawrence,The White Peacock,6471,50
David Lawrence,Sons and Lovers,14680,50
David Lawrence,Sons and Lovers,14177,50
David Lawrence,Women in Love,446,50
David Lawrence,Sons and Lovers,9436,50
David Lawrence,Women in Love,11402,50
David Lawrence,Sons and Lovers,14077,50
David Lawrence,Women in Love,9128,50
David Lawrence,Sons and Lovers,214,50
David Lawrence,Sons and Lovers,9109,50
David Lawrence,"England, My England",3416,50
David Lawrence,"England, My England",365,50
David Lawrence,Sons and Lovers,3670,50
David Lawrence,Sons and Lovers,831,50
David Lawrence,Women in Love,13787,50
David Lawrence,"England, My England",884,50
David Lawrence,The White Peacock,1731,50
David Lawrence,Women in Love,2591,50
David Lawrence,The White Peacock,88,50
David Lawrence,Women in Love,12869,50
David Lawrence,The White Peacock,2625,50
David Lawrence,Women in Love,5251,50
David Lawrence,The White Peacock,6185,50
David Lawrence,Sons and Lovers,12014,50
David Lawrence,"England, My England",1792,50
David Lawrence,Women in Love,5558,50
David Lawrence,Women in Love,13847,50
David Lawrence,Sons and Lovers,5,50
David Lawrence,Sons and Lovers,11511,50
David Lawrence,Women in Love,12640,50
David Lawrence,The White Peacock,1883,50
David Lawrence,Sons and Lovers,7221,50
David Lawrence,The White Peacock,6414,50
David Lawrence,Sons and Lovers,3110,50
David Lawrence,Women in Love,10611,50
David Lawrence,The White Peacock,3097,50
