Author,Novel,Position,Length
Карамзин,Письма русского путешественника,2281,100
Карамзин,Письма русского путешественника,1177,100
Карамзин,Граф нашего времени,25,100
Карамзин,Письма русского путешественника,8534,100
Карамзин,Письма русского путешественника,2237,100
Карамзин,Наталья боярская дочь,313,100
Карамзин,Письма русского путешественника,1743,100
Карамзин,Письма русского путешественника,3520,100
Карамзин,Письма русского путешественника,6129,100
Карамзин,Письма русского путешественника,874,100
Карамзин,Письма русского путешественника,3632,100
Карамзин,Письма русского путешественника,7890,100
Карамзин,Письма русского путешественника,4392,100
Карамзин,Марфа-Посадница или Покорение Новагорода,360,100
Карамзин,Письма русского путешественника,3704,100
Карамзин,Письма русского путешественника,640,100
Карамзин,Письма русского путешественника,6181,100
Карамзин,Письма русского путешественника,8941,100
Карамзин,Мелодор к Филалету,39,85
Карамзин,Письма русского путешественника,7747,100
Карамзин,Моя исповель,61,99
Карамзин,Марфа-Посадница или Покорение Новагорода,347,100
Карамзин,Письма русского путешественника,5198,100
Карамзин,Письма русского путешественника,4558,100
Карамзин,Граф NN,15,100
Карамзин,Письма русского путешественника,7289,100
Карамзин,Письма русского путешественника,4294,100
Карамзин,Письма русского путешественника,7014,100
Карамзин,Письма русского путешественника,6403,100
Карамзин,Письма русского путешественника,3193,100
Карамзин,Письма русского путешественника,1659,100
Карамзин,Марфа-Посадница или Покорение Новагорода,146,100
Карамзин,Наталья боярская дочь,549,100
Карамзин,"Нечто о науках, искусствах и просвещении",65,100
Карамзин,Письма русского путешественника,5601,100
Карамзин,Письма русского путешественника,793,100
Карамзин,Письма русского путешественника,6953,100
Карамзин,Письма русского путешественника,5552,100
Карамзин,Неистовый Роланд,0,16
Карамзин,Письма русского путешественника,5515,100
Карамзин,Письма русского путешественника,5232,100
Карамзин,Письма русского путешественника,8952,100
Карамзин,Письма русского путешественника,7626,100
Карамзин,Письма русского путешественника,1334,100
Карамзин,Марфа-Посадница или Покорение Новагорода,332,100
Карамзин,Письма русского путешественника,4889,100
Карамзин,Письма русского путешественника,4382,100
Карамзин,Письма русского путешественника,4584,100
Карамзин,Письма русского путешественника,3603,100
Карамзин,Письма русского путешественника,3107,100
Карамзин,Письма русского путешественника,3322,100
Карамзин,Письма русского путешественника,4465,100
Карамзин,Письма русского путешественника,4776,100
Карамзин,"Нечто о науках, искусствах и просвещении",103,100
Карамзин,Письма русского путешественника,3637,100
Карамзин,"Нечто о науках, искусствах и просвещении",91,100
Карамзин,Письма русского путешественника,8889,100
Карамзин,Бедная Лиза,190,100
Карамзин,Письма русского путешественника,2095,100
Карамзин,Письма русского путешественника,145,100
Карамзин,Письма русского путешественника,242,100
Карамзин,Письма русского путешественника,6014,100
Карамзин,"Нечто о науках, искусствах и просвещении",86,100
Карамзин,Письма русского путешественника,3400,100
Карамзин,несколько слов о русской литературе,40,100
Карамзин,Письма русского путешественника,5588,100
Карамзин,Письма русского путешественника,3580,100
Карамзин,Письма русского путешественника,5151,100
Карамзин,Письма русского путешественника,6956,100
Карамзин,Письма русского путешественника,6636,100
Карамзин,Письма русского путешественника,726,100
Карамзин,Письма русского путешественника,3998,100
Карамзин,Бедная Лиза,241,100
Карамзин,Письма русского путешественника,4797,100
Карамзин,Бедная Лиза,192,100
Карамзин,Письма русского путешественника,4360,100
Карамзин,Наталья боярская дочь,315,100
Карамзин,"Нечто о науках, искусствах и просвещении",16,100
Карамзин,Письма русского путешественника,2912,100
Карамзин,Письма русского путешественника,8997,100
Карамзин,Письма русского путешественника,2924,100
Карамзин,Граф NN,141,91
Карамзин,Моя исповель,67,93
Карамзин,Письма русского путешественника,7793,100
Карамзин,Письма русского путешественника,3217,100
Карамзин,Моя исповель,44,100
Карамзин,Письма русского путешественника,5271,100
Карамзин,Письма русского путешественника,7609,100
Карамзин,Остров Бронгольм,98,86
Карамзин,Письма русского путешественника,8391,100
Карамзин,Письма русского путешественника,3288,100
Карамзин,Письма русского путешественника,7329,100
Карамзин,Письма русского путешественника,2448,100
Карамзин,Письма русского путешественника,5326,100
Карамзин,Письма русского путешественника,5842,100
Карамзин,Письма русского путешественника,597,100
Карамзин,"Нечто о науках, искусствах и просвещении",142,100
Карамзин,Граф нашего времени,219,100
Карамзин,Письма русского путешественника,4302,100
Карамзин,Письма русского путешественника,2258,100
Карамзин,Письма русского путешественника,6903,100
Карамзин,Письма русского путешественника,4531,100
Карамзин,Граф нашего времени,186,100
Карамзин,несколько слов о русской литературе,42,99
Карамзин,Письма русского путешественника,5339,100
Карамзин,Письма русского путешественника,1503,100
Карамзин,Письма русского путешественника,7526,100
Карамзин,Письма русского путешественника,2598,100
Карамзин,Письма русского путешественника,7520,100
Карамзин,несколько слов о русской литературе,40,100
Карамзин,Граф нашего времени,205,100
Карамзин,Остров Бронгольм,4,100
Карамзин,Письма русского путешественника,7439,100
Карамзин,Письма русского путешественника,8852,100
Карамзин,Письма русского путешественника,1490,100
Карамзин,Марфа-Посадница или Покорение Новагорода,251,100
Карамзин,Письма русского путешественника,7822,100
Карамзин,Письма русского путешественника,7116,100
Карамзин,Неистовый Роланд,0,16
Карамзин,Письма русского путешественника,7969,100
Карамзин,Наталья боярская дочь,303,100
Карамзин,Письма русского путешественника,3906,100
Карамзин,Письма русского путешественника,4227,100
Карамзин,Письма русского путешественника,818,100
Карамзин,Письма русского путешественника,7213,100
Карамзин,Письма русского путешественника,7685,100
Карамзин,Наталья боярская дочь,506,100
Карамзин,Письма русского путешественника,5570,100
Карамзин,Письма русского путешественника,1858,100
Карамзин,Письма русского путешественника,7539,100
Карамзин,Письма русского путешественника,4520,100
Карамзин,Бедная Лиза,20,100
Карамзин,Письма русского путешественника,3619,100
Карамзин,Письма русского путешественника,742,100
Карамзин,Письма русского путешественника,3718,100
Карамзин,Письма русского путешественника,1214,100
Карамзин,Письма русского путешественника,8257,100
Карамзин,Письма русского путешественника,861,100
Карамзин,Письма русского путешественника,5495,100
Карамзин,Письма русского путешественника,1058,100
Карамзин,Письма русского путешественника,7908,100
Карамзин,Письма русского путешественника,6063,100
Карамзин,Письма русского путешественника,8110,100
Карамзин,Письма русского путешественника,4573,100
Карамзин,Письма русского путешественника,118,100
Карамзин,Письма русского путешественника,4733,100
Карамзин,Письма русского путешественника,4727,100
Карамзин,Письма русского путешественника,8900,100
Карамзин,Письма русского путешественника,6509,100
Карамзин,Письма русского путешественника,8853,100
Карамзин,Наталья боярская дочь,139,100
Карамзин,Письма русского путешественника,2792,100
Карамзин,Письма русского путешественника,9233,100
Карамзин,Письма русского путешественника,7391,100
Карамзин,Письма русского путешественника,7646,100
Карамзин,Письма русского путешественника,866,100
Карамзин,Наталья боярская дочь,210,100
Карамзин,Письма русского путешественника,4555,100
Карамзин,Письма русского путешественника,3759,100
Карамзин,Марфа-Посадница или Покорение Новагорода,259,100
Карамзин,От издателя к читателям,0,22
Карамзин,Письма русского путешественника,8553,100
Карамзин,Письма русского путешественника,6676,100
Карамзин,Наталья боярская дочь,30,100
Карамзин,Марфа-Посадница или Покорение Новагорода,299,100
