Author,Novel,Position,Length
Thomas Hardy,The Woodlanders,2197,300
Thomas Hardy,The Return of the Native,2051,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,6703,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,4275,300
Thomas Hardy,The Return of the Native,1435,300
Thomas Hardy,The Return of the Native,7071,300
Thomas Hardy,The Woodlanders,5934,300
Thomas Hardy,The Woodlanders,6327,300
Thomas Hardy,The Return of the Native,2806,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,6716,300
Thomas Hardy,The Return of the Native,2660,300
Thomas Hardy,The Woodlanders,2971,300
Thomas Hardy,The Woodlanders,1505,300
Thomas Hardy,The Woodlanders,6793,300
Thomas Hardy,The Return of the Native,533,300
Thomas Hardy,The Return of the Native,7492,300
Thomas Hardy,The Return of the Native,4656,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,2590,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,5933,300
Thomas Hardy,The Woodlanders,3824,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,1546,300
Thomas Hardy,The Return of the Native,8554,272
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",721,300
Thomas Hardy,The Return of the Native,1131,300
Thomas Hardy,The Woodlanders,3571,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",2194,300
Thomas Hardy,The Return of the Native,2749,300
Thomas Hardy,The Woodlanders,5633,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",2612,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,5981,300
Thomas Hardy,The Return of the Native,1578,300
Thomas Hardy,The Return of the Native,4864,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",2124,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,1141,300
Thomas Hardy,The Woodlanders,3124,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,7307,300
Thomas Hardy,The Return of the Native,7667,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",1014,300
Thomas Hardy,The Return of the Native,3007,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",2228,300
Thomas Hardy,The Return of the Native,8391,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,3174,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,4538,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,660,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,3304,300
Thomas Hardy,The Return of the Native,6031,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",1266,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",606,300
Thomas Hardy,The Return of the Native,1746,300
Thomas Hardy,The Return of the Native,2195,300
Thomas Hardy,The Return of the Native,1843,300
Thomas Hardy,The Return of the Native,8100,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,5482,300
Thomas Hardy,The Return of the Native,1763,300
Thomas Hardy,The Return of the Native,3414,300
Thomas Hardy,The Woodlanders,4004,300
Thomas Hardy,The Return of the Native,3383,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",1460,300
Thomas Hardy,The Return of the Native,7900,300
Thomas Hardy,The Woodlanders,6705,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,2603,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,6013,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,4836,300
Thomas Hardy,The Return of the Native,5153,300
Thomas Hardy,"Under the Greenwood Tree; Or, The Mellstock Quire",2617,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,2560,300
Thomas Hardy,The Woodlanders,5895,300
Thomas Hardy,The Return of the Native,7840,300
Thomas Hardy,The Return of the Native,4535,300
Thomas Hardy,The Return of the Native,6217,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,180,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,5528,300
Thomas Hardy,The Return of the Native,6192,300
Thomas Hardy,The Return of the Native,8054,300
Thomas Hardy,Tess of the d'Urbervilles A Pure Woman,1357,300
Thomas Hardy,The Woodlanders,6795,300
Thomas Hardy,The Woodlanders,3753,300
Thomas Hardy,The Return of the Native,494,300
Thomas Hardy,The Return of the Native,5565,300
Thomas Hardy,The Return of the Native,2123,300
